Sentence,Label
S&P 500 Price Forecast – Stock Markets Confused By Trade Deal,negative
Retail sales climb on improving labor conditions,positive
WWF World Wildlife Fund USA : Response to the Release of the America's Pledge Report  #economy #MarketScreener…,neutral
The Fed and Treasury Department are planning to launch a program to buy loans that financial firms make through the…,neutral
- Grupo Aeroportuario Del Pacifico reports 10.1% rise in November traffic,positive
Gold bars in short supply due to coronavirus disruption,positive
"Roger Federer has worked with several brands over the years including Nike, Rolex and Moet — now he’s teaming up wi…",neutral
Here's what has  stock down over 9%,negative
NYSI buy signal that triggered last week remains modestly above the 8 EMA level,positive
"- Boeing plane skids off runway in Istanbul, killing one passenger",neutral
Qualcomm CEO Says 5G 'Is a Big Deal For Us',neutral
"Stocks rose after China moves to step up intellectual property protection, a step that investors hope may address k…",positive
"Vodafone Idea, Bharti Rally on Plan to Increase Mobile Tariffs",positive
Currency markets remain stable as a cautious earnings outlook,neutral
The best and worst airlines and airports of 2019,neutral
Intelsat downgraded to underweight from neutral at J.P. Morgan,negative
Seazen : CONTINUING CONNECTED TRANSACTIONS 2020 SERVICES FRAMEWORK AGREEMENT #Seazen #Stock #MarketScreener…,neutral
Hedge Funds Are Selling PennyMac Financial Services Inc (PFSI),negative
- Domo and Evolent Health Tech gainers; GlobalSCAPE and Yext among losers,neutral
T. Boone Pickens' BP Capital Adds 3 Energy Stocks to Portfolio,neutral
"Do Directors Own Orchid Island Capital, Inc. (NYSE:ORC) Shares?",neutral
"Q&A: Geoff McHale, VP, Data Client Partnerships #QuotientTechnology #Stock #MarketScreener",neutral
S&P 500 falls for first time this week as momentum seeps out - KPRC Click2Houston,negative
"OPEC, Russia and other oil producing nations have agreed to deeper production cuts in an attempt to support crude p…",positive
Employee furloughs in the retail industry are now well over 1 million after one of America's biggest clothing store…,negative
- Transurban Group reports 1H results,neutral
- Crash Protection For AMD.  #economy #finance #business,neutral
- Why Moderna's Prospects Still Look Great.  #business #trading #investing,positive
Increase in October sales raised to 0.4% from 0.3%,positive
Wayfair soared as much as 51% after the online home-goods retailer said first-quarter net revenue growth would at l…,positive
"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth'",positive
UPDATE 1-BT will maintain ties with skills group if it drops Prince Andrew as patron,neutral
Dear Saudis: An Open Answer To Questions About Aramco Investing,neutral
- Vivaldi Opp Shs Opportunities Fund declares $0.11642 dividend,neutral
DocuSign signs off on another solid earnings result,positive
Gold Suddenly Hammered By Multi-Billion-Dollar Sale,negative
"Freddie Mac Prices $731 Million Multifamily K-Deal, K-F74",negative
U.S. appeals court denies Apple bid for rehearing in VirnetX patent case,neutral
What to Watch When Micron Reports Wednesday,neutral
CART leads financial gainers; AIHS and MDLY the only losers,neutral
Maduro abraza el capitalismo y los emigrantes regresan al pas,neutral
Zee Entertainment’s Subhash Chandra Resigns As Chairman,neutral
Unemployment rises after an unexpected drop in sales,negative
Core US PPI surprises on the downside,negative
Peter Thiel Divides Facebook Internally Over Ad Policy (Radio),negative
- TD Bank to own 13% Schwab stake after Ameritrade deal,neutral
Hedge Funds Are Buying EQT Midstream Partners LP (EQM),positive
"The Fed announced a massive second wave of initiatives to support the U.S. economy, many specifically targeting com…",neutral
Fed Chairman Jerome Powell puts lawmakers on notice that fiscal policy may need to play a bigger role countering do…,neutral
Stericycle to divest DES unit for $462.5M,neutral
industrial stocks slide following softening ad revenue,negative
Morgan Stanley has a new favorite pick in the chip space,neutral
Helmerich & Payne started at sell with $34 stock price target at Deutsche Bank,negative
Do Hedge Funds Love Galmed Pharmaceuticals Ltd (GLMD)?,neutral
Siemens Considers Buying Iberdrola’s Siemens Gamesa Stake,neutral
Some 53% of children in low- and middle-income countries experience “learning poverty”—meaning they are unable to r…,neutral
- Teva inks early-stage drug research deals,positive
Recommending life insurance doesn’t have to be complicated by conflicts of interest. Here’s how financial advisors…,neutral
Telephone and Data Systems declares $0.165 dividend,neutral
"Bojangles’® Makes Key Culinary Hire with Accomplished Chef, Marshall Scarborough",neutral
Trevena reports results from special population studies for oliceridine,neutral
FREE mini Masterclass in Trading,neutral
The U.K. reports a decline in the number of coronavirus-related deaths for the second day in a row,neutral
Intelsat cut to Market Perform at Raymond James,negative
Here's the level to watch in Texaco as stock falls on London ban  (via ),negative
"It's OK to Take Pens From the Office, But Not Pasta Salad",neutral
taking some. Risky but chart looks perfect for a bounce. I like this as a sympathy play off today's BORR move…,positive
China won't resort to massive infrastructure stimulus as investment slows,negative
Macy's Q3 EPS 1 cent vs. 20 cents,negative
Tesla just unveiled its first electric pickup: The Cybertruck. The truck boasts 300 miles of range and will come wi…,neutral
Foresight Autonomous EPS beats by $0.11,positive
"Meet MGO/ELLO's 'Cannabis 50' Honorees, From Jim Belushi To Flow Kana",neutral
Are Kinross Gold Corporation’s (TSE:K) High Returns Really That Great?,neutral
Everything That's Wrong About The IEA Oil Market Report.  #stockmarket #stocks #trading,neutral
- Swiss Helvetia Fund declares $0.1404 dividend,neutral
Dubai's jobs disappeared at the fastest pace in at least a decade in the latest signs of strain on the Middle East'…,negative
CBS will make William Hill its exclusive online sports betting and data provider,neutral
volume Alert !! Big buy blocks. Momentum is coming back to this name. First pivot 50c,positive
Robert Kaplan Says Fed Should Hold Barring ‘Material’ Change in Outlook,neutral
GameStop plunges more than 17% after missing on EPS and revenue expectations and reporting comp sales down 23.2% vs…,negative
Banque national de Belgique : Press release - Business confidence indicator (2019-11) PDF ...…,neutral
Elon Musk said it best: “Oh my f. . .g God.”,neutral
"Only 11% of quant funds are ahead of their benchmark YTD, underperforming by 3.2ppt: BofA",negative
"U.S. banks will likely be allowed to keep paying dividends, even as the coronavirus pandemic threatens to create a…",positive
Why Diabetes Stock Insulet Jumped 13.3% in January -- After Soaring 116% in 2019,positive
"More than 140,000 people died from measles last year, according to new estimates from the World Health Organization…",neutral
Central Bank actions will contribute to easing the economic impact of the pandemic - Governor Gabriel…,neutral
The Best-Managed Companies of 2019 -- and How -2- #economy #MarketScreener,neutral
"Life Is Good, Say 90% of Americans",positive
Housing data shows modest change amid changing energy prices,neutral
Roku jumps as optimism builds for earnings,positive
Futures climb on China plan to cut tariffs on U.S. products,positive
GE upgraded from Sell by longtime bear,positive
Salarius Pharma files for equity offering,neutral
"Australia central bank pumps liquidity, proposes bond buys to ease financial conditions",neutral
Honduras - DRM Development Policy Credit with a Catastrophe Deferred Drawdown Option (Cat DDO) #economy…,neutral
- Fox sells out Super Bowl ad slots early,neutral
Tesla shares are back on the rise after the electric-car maker resumed production at its China factory with the hel…,positive
Jeff Bezos: $160 billion vs. $95.3B Bill Gates: $97B vs. $42B Warren Buffett: $88B vs. $35B,neutral
What the Disney+ ‘hack’ should teach you about your own security,neutral
"Invest in Art or Stocks? Keynes Has an Answer (Well, Sort Of)",neutral
S&P Futures Crater 40 Points In One Tick On Huge For Sell Closing Imbalance,negative
Homebuilders aren't keeping up with millennials,neutral
Brookside Energy : Next Sycamore Well Delivers Another Stunning Result #BrooksideEnergy #Stock #MarketScreener…,neutral
Expect to spend some extra green on the perfect Christmas tree this year.,neutral
US Fed admits Libra has potential to ‘rapidly’ achieve mass adoption,neutral
Walmart holds annual meeting as investors watch moderate wage growth,neutral
"Syanptics raised on forecast, margin strength",positive
OncoSec Medical down 13% despite positive TOVA data in TNBC,negative
Endonovo up 35% on SofPulse collaboration,positive
"CNH Industrial EPS misses by $0.01, misses on revenue",negative
VC Deals: Alphabet Pushes Duolingo To $1.5B Valuation. Read more and get updates on any stock!…,neutral
Marubeni : 10 Year Extension of Production Sharing Contract for Ravva Oil and Gas Field in... #Marubeni #Stock…,neutral
RPT-South Africa blocks arms sales to Saudi and UAE in inspection row,neutral
Economic data offers mixed signals on muted consumer demand,neutral
PG&E loses half of financial backing for bankruptcy plan,negative
Nike employees protest treatment of women as company reopens building named for disgraced coach…,neutral
3 ETFs to Consider as Fed is on Mortgage Bond Buying Spree,neutral
Netflix stock falls after Wells Fargo turns bearish,negative
"- Uber, Lyft can raise prices to profit - Barclays",positive
Luminex Q4 cash flow up 24%; shares slip 1% after hours of soft Q1 outlook,negative
"AGCO -4.2% on Q4 miss, soft guidance",negative
U.S. counterintelligence chief warns of meddling after Iowa caucus confusion,neutral
"Bank of Canada gets authority to buy corporate, municipal debt",neutral
��‍♀️The Netherlands has more bicycles than people and it's now home to the world's largest bicycle park,neutral
Amarin down 6% after Vascepa-stoked run-up; lack of effect in plaque study,negative
Michael Bloomberg has officially entered the Democratic race for president.,neutral
- The Low Vol Mix In The New 60/40.  #trading #stocks #stockmarket,neutral
Equity rotations and the value of industrials,neutral
Analysts remain divided on Coca-Cola after shifting global demand,neutral
Two of three SandRidge royalty trusts lose NYSE listing,neutral
Federal REIT declares $1.05 dividend,neutral
"Q3 Results: India Inc.’s Revenue Contracts In The Worst Show In 16 Quarters, Says ICRA",negative
RECAP 1/31 TRUMPSAYS: THE BEST IS YET TO COME! Live Breaking trading news,neutral
"Aurora Cannabis extends premarket losses, now down 5%",negative
Air Water : Notice of Execution of the Business Transfer Agreement for the Acquisition of ... #AirWater #Stock…,neutral
"S&P, NASDAQ Reach New Closing Highs on 3rd Day of Rally",positive
Water Oasis : Date of Board Meeting #WaterOasis #Stock #MarketScreener,neutral
Delta and American airlines halt flights to China in response to coronavirus,negative
(+4.3% pre) Continental Resources suspends dividend amid coronavirus woes - Reuters,positive
